,peak_id,peak_name,pk_name_2,location,height_m,himal,region,open,unlisted,trekking,restrict,country_host,country_status,year,season,expid,summiter_country,summiters
233,LDAK,Langdak,,Rolwaling Himal (N of Raungsiyar and Pimu),6220,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2015,Autumn,LDAK15301,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa"
234,LDNG,Langdung,Ripumutse,Rolwaling Himal (WSW of Ripimo Shar on Tibetan border),6326,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2017,Winter,LDNG17401,Nepal,"Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa"
235,LEOE,Leonpo Gang East,Gyalgen Peak,Jugal Himal (NE of Leonpo Gang on Tibetan border),6733,Jugal,Langtang-Jugal,True,False,False,Opened in 2014,Nepal & China,Climbed,1955,Spring,LEOE55101,"UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa"
236,LEON,Leonpo Gang,"Dorje Pahad, Big White Peak",Jugal Himal (NNE of Dorje Lhakpa on Tibetan border),6979,Jugal,Langtang-Jugal,True,False,False,,Nepal & China,Climbed,1962,Spring,LEON62101,Japan,"Tadashi Morita, Kazunari Yasuhisa"
237,LHAS,Lha Shamma,"Lhasharma, Pinnacle Peak","Kagmara Lekh (S of Kanjiroba, NNW of Kagmara I)",6412,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Climbed,1962,Spring,LHAS62101,"UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa"
238,LHAY,Lhayul Peak,,Api Himal (SW of Api Main),6395,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
239,LHOM,Lhotse Middle,Lhotse Intermediate,Khumbu Himal (E of Lhotse),8410,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2001,Nepal & China,Climbed,2001,Spring,LHOM01101,Russia,"Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski"
240,LHOT,Lhotse,,Khumbu Himal,8516,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1956,Spring,LHOT56101,Switzerland,"Fritz Luchsinger, Ernst Reiss"
241,LIK1,Linkhu Chuli Shar,"Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",Rolwaling Himal (S of Parchamo),6719,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Climbed,2013,Autumn,LIK113301,Germany,Ines Papert
242,LIK2,Linkhu Chuli Nup,"Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II","Rolwaling Himal (SSW of Parchamo, W of Likhu Chuli Shar)",6659,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Climbed,1960,Autumn,LIK260301,"France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa"
243,LING,Lingtren,,Khumbu Himal (ENE of Pumori on Tibetan border),6713,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,1935,Summer,LING35201,UK,"Eric Shipton, Dan Bryant"
244,LMOC,Langmoche Ri,,Rolwaling Himal (N of Tesi Laptsa),6552,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2012,Autumn,LMOC12301,USA,"Roberto Villanueva, Alan Rousseau"
245,LNAK,Lhonak,Rifil Peak,Janak Himal (WNW of Drohmo),6070,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
246,LNGK,Langchung Khang,Langpo Chung,Jongsang Himal (NW of Langpo on Indian border),6786,Jongsang,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed?
247,LNJU,Langju,Lajo Dada,Shringi Himal (S of Tobsar),6426,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal only,Climbed,2017,Autumn,LNJU17301,Japan,"Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki"
248,LNKE,Lunchhung Kamo East,,Kanti Himal (SE of Danfe Sail on Tibetan border),6024,Kanti/Palchung,Kanjiroba-Far West,False,True,False,,Nepal only,Climbed,1999,Summer,LNKE99201,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa"
249,LNPO,Langpo,Longpo,Jongsang Himal (SE of Jongsang on Indian border),6965,Jongsang,Kangchenjunga-Janak,True,False,False,,Nepal & India,Climbed,1909,Autumn,LNPO09301,UK,A. M. Kellas
250,LOBE,Lobuje East,Lobuche East,Khumbu Himal (SW of Pumori),6090,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1984,Spring,LOBE84101,"USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa"
251,LOBW,Lobuje West,Lobuche West,Khumbu Himal (SW of Pumori),6135,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Converted to trekking peak in 2002,Nepal only,Climbed,1984,Autumn,LOBW84301,Japan,"Yuji Kawakura, Yoshihiro Taguchi"
252,LSAM,Lungsampa,"Lung Sampa, Lumsumna",Khumbu Himal (S of Nangpai Gosum II),6500,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2014,Unknown,,Spain,"Jordi Corominas, Jordi Tosas"
253,LSHR,Lhotse Shar,Lhotse II,Khumbu Himal (ESE of Lhotse and Lhotse Middle),8382,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1970,Spring,LSHR70101,Austria,"Josef Mayerl, Rolf Walter"
254,LSIS,Langshisa Ri,Langsisa Ri,Jugal Himal (NW of Dorje Lhakpa),6412,Jugal,Langtang-Jugal,False,False,True,Converted to trekking peak in 2002,Nepal only,Climbed,1982,Spring,LSIS82101,"Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa"
255,LUGU,Lugula,,Damodar Himal (E of Bhrikuti Sail on Tibetan border),6899,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2014,Nepal & China,Climbed,2010,Autumn,LUGU10301,France,Renald Guillaune
256,LUN2,Lunag II,,Rolwaling Himal (SW of Nangpa La near Tibetan border),6812,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,Requires permit for Jobo Rinjang,Nepal only,Climbed,2010,Autumn,LUN210301,France,"Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel"
257,LUNG,Lungchhung,,Palchung Himal (NE of Kanjiroba on Tibetan border),6043,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
258,LUNR,Lunag Ri,"Lunag I, Rongshar Ri I, Ondrej Peak",Rolwaling Himal (SW of Nangpa La on Tibetan border),6895,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,Requires permit for Jobo Rinjang,Nepal & China,Unclimbed,0,Unknown,,,
259,LUNW,Lunag West,,Rolwaling Himal (W of Lunag I on Tibetan border),6492,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,Requires permit for Jobo Rinjang,Nepal & China,Climbed,2013,Autumn,LUNW13301,USA,"Scott Adamson, Chris Wright"
260,MACH,Machhapuchhare,,Annapurna Himal (SE of Annapurna III),6993,Annapurna,Annapurna-Damodar-Peri,False,True,False,Closed,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
261,MAK2,Makalu II,Kangchungtse,Makalu Himal (NNW of Makalu on Tibetan border),7678,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1954,Autumn,MAK254301,"UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa"
262,MAKA,Makalu,,Makalu Himal,8485,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1955,Spring,MAKA55101,France,"Jean Couzy, Lionel Terray"
263,MALA,Malanphulan,"Melanphulan, Hinku Ri","Khumbu Himal (S of Ama Dablam, NW of Kangtega)",6573,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2000,Spring,MALA00101,USA,"Peter Carse, Amy Bullard"
264,MANA,Manaslu,"Kutang I, Peak 30",Manaslu Himal,8163,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,,Nepal only,Climbed,1956,Spring,MANA56101,"Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa"
265,MANN,Manaslu North,Manaslu II,Manaslu Himal (N of Manaslu),6994,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,,Nepal only,Climbed,1964,Autumn,MANN64301,"Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa"
266,MANP,Manapathi,,Dhaulagiri Himal (SSW of Dhaulagiri I),6380,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1956,Spring,MANP56101,"Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa"
267,MARD,Mardi Himal,,Annapurna Himal (SW of Machhapuchhare),5553,Annapurna,Annapurna-Damodar-Peri,False,False,True,,Nepal only,Climbed,1962,Spring,MARD62101,"UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa"
268,MARI,Mariyang,,Kanti Himal (SE of Kanti Himal on Tibetan border),6528,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
269,MARW,Mariyang West,,Kanti Himal (WSW of Mariyang on Tibetan border),6455,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
270,MATA,Matathumba,"Matatumpa, Ghyuthumba East",Jagdula Lekh (S of Kanjiroba Himal),5767,Kanjiroba,Kanjiroba-Far West,False,True,False,,Nepal only,Climbed,1961,Spring,MATA61101,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa"
271,MAYT,Mayonthang Kang,Mayun Thang Khang,Kanti Himal (NW of Changdi Himal on Tibetan border),6449,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
272,MERA,Mera Peak,"""False"" Mera Peak",Khumbu Himal (S of Ama Dablam),6470,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1953,Spring,MERA53101,"UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa"
273,MERR,Merra,,Kangchenjunga Himal (WNW of Anidesh Chuli),6334,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,2006,Autumn,MERR06301,Denmark,Claus Ostergaard
274,MERS,Mera South,,Khumbu Himal (SW of Mera),6064,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
275,MING,Mingbo Ri,,Khumbu Himal (S of Ama Dablam and Mingbo La),6207,Khumbu,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
276,MNSL,Mansail,Manshail,Mustang Himal (NW of Lo Manthang on Tibetan border),6235,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2014,Nepal only,Climbed,2014,Autumn,MNSL14301,Japan,"Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi"
277,MNSS,Mansail South,Manshail South,Mustang Himal (S of Mansail on Tibetan border),6248,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
278,MOJC,Mojca,Mojka,Kangchenjunga Himal (W of Ramtang Chang),6024,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,1974,Autumn,MOJC74301,Yugoslavia,"Stane Belak, Danilo Cedilnik"
279,MPNW,Manapathi NW,,"Dhaulagiri Himal (SSW of Dhaulagiri I, NW of Manapathi)",6384,Dhaulagiri,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,1977,Spring,MPNW77101,"Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann"
280,MUKT,Mukut Himal,"Mukot Himal, Langru","Mukut Himal (N of Sita Chuchura, S of Hongde)",6087,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2014,Nepal only,Climbed,1967,Autumn,MUKT67301,Netherlands,"Alfons J. Driessen, Michiel van Mourik Broekman"
281,MUPK,Mustang Peak,,Mustang Himal (S of Mustang Himal peak on Tibetan border),6229,Mukut/Mustang,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,2001,Autumn,MUPK01301,"Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa"
282,MUST,Mustang Himal,,Mustang Himal (S of Mansail on Tibetan border),6195,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2014,Nepal only,Climbed,2014,Autumn,MUST14301,USA,"Melissa Arnot, Ben Jones, Jon Mancuso"
283,MYAG,Myagdi Matha,,Dhaulagiri Himal (S of Dhaulagiri IV),6273,Dhaulagiri,Dhaulagiri-Mukut,False,True,False,,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
284,NAG1,Nangpai Gosum I,"Nagpai Gosum I, Cho Aui",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7321,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,2017,Autumn,NAG117301,Germany,Jost Kobusch
285,NAG2,Nangpai Gosum II,"Nagpai Gosum II, Chamar",Khumbu Himal (WSW of Cho Oyu on Tibetan border),7287,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
286,NALA,Nalakankar North,,Nalakankar Himal (on W Nepal/Tibetan border),6062,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,,Nepal & China,Climbed,2000,Summer,NALA00201,"Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa"
287,NALS,Nalakankar South,,Nalakankar Himal (on W Nepal/Tibetan border),6024,Nalakankar/Chandi/Changla,Kanjiroba-Far West,False,True,False,,Nepal & China,Climbed,2000,Summer,NALS00201,"Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa"
288,NAM2,Nampa II,,Api Himal (W of Nampa),6585,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
289,NAM3,Nampa III,Nampa Chuli,Api Himal (SE of Nampa),6611,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
290,NAMP,Nampa,Chisel Peak,Api Himal (E of Api),6729,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1972,Spring,NAMP72101,Japan,"Fukutoshi Kimura, Susumu Takahashi"
291,NAMS,Nampa South,,"Api Himal (S of Nampa, W of Nampa Chuli)",6130,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
292,NAN2,Nangamari II,,Ohmi Kangri Himal (S of Nangamari I),6209,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,,Nepal only,Climbed,2016,Autumn,NAN216301,Japan,"Tsuneo Shigehiro, Kensuke Iwai, Kiyo Kuroda, Shiro Matsunaka, Yusuke Morimoto, Kanji Totegi, Miyoko Nagase, Masayuki Takenaka, Saori Tatsuno"
293,NANG,Nangamari I,,Ohmi Kangri Himal (W of Chaw Peak on Tibetan border),6547,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2003,Nepal & China,Climbed,2010,Autumn,NANG10301,Australia,"Timothy Macartney-Snape, David Barton"
294,NAUL,Naulekh,,Khumbu Himal (S of Mera Peak),6340,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,1954,Spring,NAUL54101,New Zealand,"Colin Todd, Bill Beaven"
295,NAYA,Naya Kanga,"Kangja Chuli, Ghanja La Chuli",Jugal Himal (W of Ganchempo by Kangja La),5863,Jugal,Langtang-Jugal,False,False,True,,Nepal only,Climbed,0,Unknown,,,1st ascent unknown
296,NCHU,Nupchu,Sharphu IV,Ohmi Kangri Himal (NW of Kangchenjunga),6172,Janak/Ohmi Kangri,Kangchenjunga-Janak,False,True,False,,Nepal only,Climbed,1962,Spring,SPH462101,Japan,"Takayuki Tsubaki, Chotare Sherpa"
297,NEMJ,Nemjung,,Peri Himal (S of Himlung Himal and Himjung),7140,Peri,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1983,Spring,NEMJ83301,"Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama"
298,NEPA,Nepal Peak,,Jongsang Himal (N of Kangchenjunga on Indian border),7177,Jongsang,Kangchenjunga-Janak,True,False,False,,Nepal & India,Climbed,1930,Spring,NEPA30101,Austria,Erwin Schneider
299,NGAP,Nepal Gap Peak,Nepal Gyap Peak,Kangchenjunga Himal (ENE of Gimmegela on Indian border),7007,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal & India,Unclimbed,0,Unknown,,,Unclimbed?
300,NGO2,Ngojumba Kang II,,Khumbu Himal (NE of Cho Oyu on Tibetan border),7743,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1965,Spring,NGO265101,"Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa"
301,NGO3,Ngojumba Kang III,Hillary Peak,Khumbu Himal (NE of Cho Oyu on Tibetan border),7681,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014 as Hillary Peak,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
302,NGOJ,Ngojumba Kang I,"Ngozumba Kang, Ngozumba Ri, Tenzing Peak",Khumbu Himal (NE of Cho Oyu on Tibetan border),7916,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014 as Tenzing Peak,Nepal & China,Climbed,1982,Autumn,NGOJ82302,"S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa"
303,NGOR,Nagoru,,Peri Himal (NW of Himlung Himal),6165,Peri,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,2016,Autumn,NGOR16301,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang"
304,NILC,Nilgiri Central,,Annapurna-Nilgiri Himal (NW of Annapurna I),6940,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1979,Spring,NILC79101,Japan,"Kohichi Sakata, Yasuo Tsuda"
305,NILE,Nilgiri East,,Annapurna-Nilgiri Himal (NNW of Annapurna I),6698,Annapurna,Annapurna-Damodar-Peri,False,True,False,,Nepal only,Climbed,1970,Autumn,,Spain,"Jorge Matas, Manuel Martin"
306,NILN,Nilgiri North,,Annapurna-Nilgiri Himal (NW of Annapurna I),7061,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1962,Autumn,NILN62301,"Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa"
307,NILS,Nilgiri South,,Annapurna-Nilgiri Himal (NW of Annapurna I),6839,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1978,Autumn,NILS78301,Japan,"Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida"
308,NORB,Norbu Kang,Norbu Khang,Kanjiroba Himal (SE of Phoksumdo Tal),6085,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Climbed,2003,Summer,NORB03201,"Japan, Nepal","Tamotsu Ohnishi, Tazuko Inoue, Koji Mizutani, Takehiro Yanigahara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa"
309,NPHU,Narphu,,"Damodar Himal (WNW of Pisang Peak, E of Chulu East Peak)",5921,Damodar,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,2014,Autumn,NPHU14301,"UK, Nepal","Brian Jackson, Heather Bentley, Catherine Husted, Dawn Richardson, James Salt, Rhiannon Thomson, Mingma Dorje Sherpa, Pasang Sherpa Shikhar Pandey"
310,NREK,Nirekha,,Khumbu Himal (NW of Lobuje Peak),6159,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Opened in 2002 as trekking peak,Nepal only,Climbed,0,Unknown,,,1st ascent unknown
311,NUMB,Numbur,,Rolwaling Himal (SW of Namche Bazar),6958,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1963,Spring,NUMB63101,"Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa"
312,NUMR,Numri,,"Khumbu Himal (S of Cho Polu, N of Baruntse)",6635,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Autumn,NUMR02301,Germany,"Olaf Rieck, Carsten Schmidt, Lydia Schubert"
313,NUPE,Nuptse East I,,Khumbu Himal (E of Nuptse main summit),7795,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Requires permit for Nuptse,Nepal only,Climbed,2003,Autumn,NUPE03301,Russia,"Valeri Babanov, Yuri Kochelenko"
314,NUPK,Nupche Kang,"Friendship Peak, Nupche Himal",Khumbu Himal (ESE of Nangpa La on Tibetan border),6576,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,1964,Spring,NUPK64101,"W Germany, Nepal","Fritz Stammberger, Aila Sherpa"
315,NUPL,Nup La Kang,Nupla Khang,Khumbu Himal (N of Nup La on Tibetan border),6861,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2018,Autumn,NUPL18301,"USA, Norway",
316,NUPT,Nuptse,,Khumbu Himal (SW of Everest),7864,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal only,Climbed,1961,Spring,NUPT61101,"UK, Nepal","Dennis Davis, Tashi Sherpa"
317,NUPW,Nuptse West II,Nuptse Nup II,Khumbu Himal (NW of Nuptse main summit),7732,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Requires permit for Nuptse,Nepal only,Climbed,0,Unknown,,,
318,OHMI,Ohmi Kangri,,Ohmi Kangri Himal (NW of Kangchenjunga on Tibetan border),6839,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,,Nepal & China,Climbed,1985,Spring,OHMI85101,Switzerland,"Andre Rieder, Alain Vaucher"
319,OMBG,Ombigaichen,Puma Dablam,Khumbu Himal (SE of Ama Dablam),6340,Khumbu,Khumbu-Rolwaling-Makalu,False,False,True,Opened in 2002 as trekking peak,Nepal only,Climbed,1960,Autumn,OMBG60301,"New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa"
320,OMBK,Ombak Himal,,Ohmi Kangri Himal (NE of Ombak La in Tibet),6300,Janak/Ohmi Kangri,Kangchenjunga-Janak,False,True,False,,China only,Unclimbed,0,Unknown,,,Unclimbed?
321,OMIT,Omitso Go,Omi Tso Go,Rolwaling Himal (NE of Kang Nachugo on Tibetan border),6332,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
322,PALD,Paldor,Bharange,Ganesh Himal (SE of  Ganesh V),5903,Ganesh/Shringi,Manaslu-Ganesh,False,False,True,,Nepal only,Climbed,1949,Summer,PALD49201,"UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa"
323,PAMA,Pama Himal,,Shringi Himal (N of Chamar on Tibetan border),6300,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
324,PAN1,Panpoche 1,"Pang Phunch 1, Kutang Himal",Manaslu Himal (NE of Sama village near Tibetan border),6620,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal only,Climbed,2019,Autumn,PAN119301,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze"
325,PAN2,Panpoche 2,Pang Phunch 2,Manaslu Himal (NE of Sama village near Tibetan border),6504,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal only,Climbed,2019,Autumn,PAN219301,Georgia,"Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze"
326,PANB,Panbari,,Peri Himal (NW of Larkya La),6905,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Climbed,2006,Autumn,PANB06301,Japan,"Yoshimi Kato, Gakuto Komiya, Sayaka Koyama, Kenro Nakajima, Yosuke Urabe"
327,PAND,Pandra,,Ohmi Kangri Himal (NW of Lhonak),6670,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal only,Climbed,2002,Autumn,PAND02301,Denmark,"Allan Christensen, Bo Belvedere Christensen, Jan Mathorne"
328,PANG,Pangbuk Ri,,Rolwaling Himal (N of Menlung La on Tibetan border),6625,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2002,Nepal & China,Climbed,2011,Autumn,PANG11301,USA,"David Gottlieb, Chad Kellogg"
329,PANN,Pangbuk North,Jobo LeCoultre,Rolwaling Himal (NE of Pangbuk Ri on Tibetan border),6478,Rolwaling,Khumbu-Rolwaling-Makalu,False,True,False,,Nepal & China,Climbed,2013,Autumn,PANN13301,USA,"Scott Adamson, Christopher Wright"
330,PANT,Panalotapa,"Paniyo Tapa, Paniyo Tippa",Rolwaling Himal (W of Tengkangpoche),6687,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Climbed,1955,Spring,PANT55101,UK,"Peter Boultbee, Dennis Davis"
331,PARC,Parchamo,"Parchermo, Parchemuche, Pachermo",Rolwaling Himal (S of Tesi Laptsa),6279,Rolwaling,Khumbu-Rolwaling-Makalu,False,False,True,,Nepal only,Climbed,1955,Spring,PARC55101,UK,"Peter Boultbee, Denis Davis"
332,PASA,Pasang Lhamu Chuli,Jasemba,Khumbu Himal (W of Cho Oyu & Cho Aui on Tibetan border),7350,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,,Nepal & China,Climbed,1986,Autumn,PASA86301,Japan,"Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda"
333,PASH,Pashuwo,Pashubo,Ganesh Himal (N of Lampo on Tibetan border),6177,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
